Time, GyroX, GyroY, GyroZ, AccX, AccY, AccZ, Pressure, TempMS, Height, KalHeight
72971,-1.17,-2.56,-0.26,0.13,0.09,-1.15,1018.38,5.56,-11.02,-11.02
73042,3.72,-8.53,-2.23,0.14,0.09,-1.13,1018.28,5.56,-10.22,-10.22
73111,-2.67,5.45,2.54,0.13,0.10,-1.14,1018.43,5.57,-11.42,-11.42
73180,1.49,-0.07,3.35,0.15,0.09,-1.16,1018.32,5.57,-10.54,-10.54
73249,4.97,-0.78,5.15,0.12,0.08,-1.12,1018.32,5.57,-10.54,-10.54
73317,-1.92,7.58,3.80,0.16,0.09,-1.15,1018.43,5.57,-11.42,-11.42
73386,1.03,2.83,6.00,0.16,0.10,-1.15,1018.43,5.57,-11.42,-11.42
73454,2.33,5.79,4.51,0.14,0.07,-1.13,1018.32,5.57,-10.54,-10.54
73522,5.30,5.10,3.94,0.16,0.10,-1.15,1018.28,5.56,-10.22,-10.22
73589,6.22,-0.53,5.94,0.15,0.07,-1.18,1018.43,5.57,-11.42,-11.42
73658,-0.76,-0.53,3.06,0.16,0.10,-1.16,1018.38,5.56,-11.02,-11.02
73728,3.53,0.95,4.72,0.15,0.07,-1.13,1018.43,5.57,-11.42,-11.42
73796,1.49,-4.38,4.31,0.17,0.10,-1.14,1018.43,5.57,-11.42,-11.42
73865,4.14,-1.25,3.85,0.14,0.05,-1.12,1018.38,5.56,-11.02,-11.02
73933,2.30,3.91,3.56,0.15,0.08,-1.16,1018.43,5.57,-11.42,-11.42
74001,1.01,1.80,-1.23,0.17,0.07,-1.14,1018.28,5.56,-10.22,-10.22
74070,6.52,-0.58,-1.77,0.16,0.07,-1.17,1018.43,5.57,-11.42,-11.42
74140,4.39,-6.30,-1.37,0.15,0.09,-1.11,1018.43,5.57,-11.42,-11.42
74209,4.97,-2.75,-1.54,0.16,0.03,-1.17,1018.38,5.56,-11.02,-11.02
74279,-4.51,2.31,-1.07,0.15,0.05,-1.17,1018.43,5.57,-11.42,-11.42
74349,-1.87,1.54,-0.33,0.16,0.07,-1.14,1018.43,5.57,-11.42,-11.42
74419,-5.28,11.47,0.37,0.17,0.07,-1.15,1018.43,5.57,-11.42,-11.42
74488,1.23,3.32,2.48,0.18,0.08,-1.15,1018.32,5.57,-10.54,-10.54
74556,7.91,-5.25,1.25,0.17,0.07,-1.15,1018.43,5.57,-11.42,-11.42
74625,4.43,0.31,3.47,0.18,0.05,-1.16,1018.32,5.57,-10.54,-10.54
74693,-5.66,-5.71,1.54,0.18,0.08,-1.17,1018.32,5.57,-10.54,-10.54
74762,-4.28,-1.51,0.87,0.17,0.06,-1.14,1018.43,5.57,-11.42,-11.42
74832,-0.99,-1.89,0.17,0.19,0.07,-1.13,1018.43,5.57,-11.42,-11.42
74902,0.60,2.34,-1.19,0.17,0.07,-1.15,1018.43,5.57,-11.42,-11.42
74971,-4.36,1.29,2.72,0.17,0.05,-1.16,1018.43,5.57,-11.42,-11.42
75040,-5.64,7.01,2.05,0.17,0.07,-1.13,1018.43,5.57,-11.42,-11.42
75108,2.68,-3.51,-1.13,0.20,0.09,-1.16,1018.32,5.57,-10.54,-10.54
75178,3.56,-2.09,-2.52,0.16,0.07,-1.14,1018.43,5.57,-11.42,-11.42
75248,1.58,-2.84,0.95,0.19,0.08,-1.17,1018.32,5.57,-10.54,-10.54
75317,-2.32,-2.23,1.45,0.16,0.05,-1.14,1018.43,5.57,-11.42,-11.42
75386,3.04,-6.33,-4.90,0.18,0.08,-1.10,1018.32,5.57,-10.54,-10.54
75456,3.36,4.22,-2.10,0.18,0.09,-1.18,1018.32,5.57,-10.54,-10.54
75525,-4.68,0.16,0.31,0.16,0.04,-1.16,1018.43,5.57,-11.42,-11.42
75594,-6.07,-2.12,-1.25,0.17,0.07,-1.14,1018.43,5.57,-11.42,-11.42
75669,3.35,-1.25,1.47,0.16,0.07,-1.12,1018.43,5.57,-11.42,-11.42
75734,-4.54,-1.11,-0.67,0.17,0.07,-1.15,1018.43,5.57,-11.42,-11.42
75804,-4.22,8.23,4.57,0.17,0.08,-1.15,1018.43,5.57,-11.42,-11.42
75873,-3.83,4.20,1.15,0.16,0.06,-1.16,1018.32,5.57,-10.54,-10.54
75942,-1.12,-1.57,-1.10,0.16,0.09,-1.15,1018.43,5.57,-11.42,-11.42
76012,-1.02,-3.42,-2.42,0.18,0.07,-1.15,1018.43,5.57,-11.42,-11.42
76083,-2.19,1.47,-4.56,0.18,0.08,-1.14,1018.43,5.57,-11.42,-11.42
76153,2.34,3.91,-5.81,0.17,0.09,-1.14,1018.43,5.57,-11.42,-11.42
76222,5.27,-7.20,-2.78,0.17,0.07,-1.15,1018.32,5.57,-10.54,-10.54
76292,0.94,-2.91,1.03,0.18,0.08,-1.14,1018.32,5.57,-10.54,-10.54
76360,0.31,4.71,2.31,0.18,0.09,-1.15,1018.43,5.57,-11.42,-11.42
76428,-4.39,-1.22,3.30,0.18,0.10,-1.14,1018.32,5.57,-10.54,-10.54
76498,-2.10,1.36,0.49,0.19,0.09,-1.13,1018.43,5.57,-11.42,-11.42
76567,1.12,6.84,0.58,0.18,0.11,-1.15,1018.43,5.57,-11.42,-11.42
76634,3.21,-2.32,1.18,0.18,0.07,-1.16,1018.32,5.57,-10.54,-10.54
76703,4.69,2.12,-0.73,0.18,0.07,-1.15,1018.43,5.57,-11.42,-11.42
76772,1.90,-0.36,0.98,0.18,0.07,-1.15,1018.43,5.57,-11.42,-11.42
76841,-0.21,0.77,-1.66,0.19,0.09,-1.15,1018.43,5.57,-11.42,-11.42
76910,0.22,-5.34,0.83,0.23,0.08,-1.06,1018.43,5.57,-11.42,-11.42
76979,3.50,-2.04,-1.66,0.24,0.06,-1.12,1018.48,5.59,-11.81,-11.82
77049,-0.38,4.69,1.27,0.18,0.09,-1.15,1018.43,5.57,-11.42,-11.41
77118,3.36,-5.48,4.58,0.18,0.06,-1.14,1018.43,5.57,-11.42,-11.42
77186,-5.73,-4.33,1.94,0.13,0.05,-1.19,1018.32,5.57,-10.54,-10.54
77256,6.39,-4.53,-1.63,0.43,0.09,-0.67,1018.48,5.59,-11.81,-11.82
77326,-0.39,6.83,-0.65,0.32,0.09,-0.87,1018.37,5.59,-10.94,-10.93
77396,-4.70,-7.52,0.02,0.43,0.11,-0.67,1018.37,5.59,-10.94,-10.94
77466,0.23,-14.41,-0.52,0.25,0.10,-1.01,1018.48,5.59,-11.81,-11.82
77537,0.11,1.21,-1.19,0.15,0.07,-1.23,1018.48,5.59,-11.81,-11.81
77605,1.72,-64.85,1.41,0.68,0.11,-0.21,1018.37,5.59,-10.94,-10.93
77675,7.94,61.30,-6.38,1.05,0.34,0.68,1018.37,5.59,-10.94,-10.94
77744,-4.86,47.38,-1.84,-0.11,0.07,-1.63,1018.37,5.59,-10.94,-10.94
77815,2.37,-64.90,1.12,0.94,0.15,0.23,1018.32,5.57,-10.54,-10.54
77884,3.68,-41.62,1.39,0.62,0.11,-0.31,1018.43,5.57,-11.42,-11.42
77954,1.50,-21.10,-0.82,0.29,0.07,-0.99,1018.43,5.57,-11.42,-11.42
78025,-3.29,31.01,-0.73,-0.16,0.05,-1.68,1018.37,5.59,-10.94,-10.94
78097,8.07,-27.66,1.12,0.12,0.07,-1.23,1018.48,5.59,-11.81,-11.82
78167,3.72,-2.88,-0.09,0.30,0.08,-0.83,1018.37,5.59,-10.94,-10.93
78236,-2.13,-6.91,-1.36,0.24,0.10,-1.09,1018.32,5.57,-10.54,-10.54
78307,1.73,-3.29,0.25,0.17,0.08,-1.11,1018.37,5.59,-10.94,-10.94
78376,5.98,-0.39,-3.04,0.17,0.08,-1.10,1018.37,5.59,-10.94,-10.94
78446,8.02,-5.80,-4.01,0.13,0.07,-1.17,1018.37,5.59,-10.94,-10.94
78516,1.91,-0.82,-1.94,0.19,0.05,-1.16,1018.37,5.59,-10.94,-10.94
78585,8.63,-3.20,-0.23,0.16,0.08,-1.08,1018.37,5.59,-10.94,-10.94
78655,4.25,-4.04,-2.27,0.16,0.07,-1.13,1018.43,5.57,-11.42,-11.42
78725,11.43,-6.91,-2.55,0.20,0.07,-1.15,1018.22,5.57,-9.74,-9.74
78794,10.66,-6.96,1.21,0.12,0.03,-1.05,1018.37,5.59,-10.94,-10.94
78863,9.62,-2.61,-5.55,0.20,0.04,-1.18,1018.27,5.59,-10.14,-10.14
78933,2.13,-8.93,-2.61,0.14,0.06,-1.11,1018.37,5.59,-10.94,-10.94
79003,-26.74,-16.78,-5.52,0.15,-0.01,-1.38,1018.37,5.59,-10.94,-10.94
79077,-29.84,9.12,5.21,0.04,0.11,-0.80,1018.37,5.59,-10.94,-10.94
79147,1.53,0.86,4.46,0.18,0.07,-1.15,1018.37,5.59,-10.94,-10.94
79215,6.81,-4.21,4.09,0.12,0.05,-1.08,1018.37,5.59,-10.94,-10.94
79283,9.33,3.53,5.44,0.18,0.12,-1.16,1018.37,5.59,-10.94,-10.94
79351,19.75,-7.74,-0.55,0.08,0.01,-1.14,1018.48,5.59,-11.81,-11.82
79422,12.52,-9.65,-5.11,0.22,0.05,-1.05,1018.48,5.59,-11.81,-11.81
79493,-9.58,-10.20,-0.27,0.27,0.08,-1.05,1018.48,5.59,-11.81,-11.81
79565,-22.62,2.84,1.93,0.13,0.03,-1.14,1018.32,5.57,-10.54,-10.54
79634,-23.90,0.00,0.17,0.16,0.05,-1.15,1018.37,5.59,-10.94,-10.94
79704,-7.28,4.20,3.24,0.12,0.06,-1.11,1018.37,5.59,-10.94,-10.94
79773,1.06,-6.30,0.20,0.18,0.09,-1.11,1018.37,5.59,-10.94,-10.94
79842,10.02,-7.77,3.76,0.20,0.12,-0.89,1018.37,5.59,-10.94,-10.94
79911,3.24,-0.35,0.84,0.17,0.06,-1.10,1018.37,5.59,-10.94,-10.94
79980,2.20,-7.46,2.95,0.20,0.08,-0.86,1018.48,5.59,-11.81,-11.82
80049,4.92,-2.93,-0.84,0.18,0.05,-1.08,1018.37,5.59,-10.94,-10.93
80119,27.23,23.83,5.99,0.15,0.12,-1.03,1018.37,5.59,-10.94,-10.94
80188,38.39,20.74,0.35,-0.04,-0.03,-1.65,1018.37,5.59,-10.94,-10.94
80260,-9.57,-5.05,-8.24,0.10,0.01,-1.32,1018.48,5.59,-11.81,-11.82
80331,-21.66,2.63,-1.07,0.16,0.03,-1.17,1018.37,5.59,-10.94,-10.93
80402,-5.98,-10.26,-2.39,0.15,0.10,-1.09,1018.27,5.59,-10.14,-10.14
80474,-5.61,2.40,1.24,0.18,0.03,-1.16,1018.27,5.59,-10.14,-10.14
80543,-1.81,-8.93,0.75,0.11,0.06,-1.12,1018.27,5.59,-10.14,-10.14
80612,19.07,1.00,-1.97,0.15,0.07,-1.12,1018.27,5.59,-10.14,-10.14
80686,14.81,4.72,-1.94,0.17,0.05,-1.21,1018.37,5.59,-10.94,-10.94
80752,15.78,11.76,0.89,0.16,0.04,-1.05,1018.27,5.59,-10.14,-10.14
80822,1.21,4.35,-4.47,0.18,-0.01,-1.21,1018.37,5.59,-10.94,-10.94
80892,-23.95,-2.78,3.04,0.10,-0.00,-1.22,1018.37,5.59,-10.94,-10.94
80963,-26.33,-4.27,3.48,0.10,0.03,-1.29,1018.48,5.59,-11.81,-11.82
81034,5.20,-0.81,5.19,0.17,0.07,-1.11,1018.48,5.59,-11.81,-11.81
81103,-2.56,-5.55,0.46,0.11,0.04,-1.20,1018.37,5.59,-10.94,-10.93
81173,1.38,1.61,-0.27,0.13,0.05,-1.23,1018.37,5.59,-10.94,-10.94
81241,2.48,-11.13,1.06,0.21,0.08,-1.09,1018.37,5.59,-10.94,-10.94
81311,8.56,0.57,-1.97,0.06,0.05,-1.17,1018.37,5.59,-10.94,-10.94
81380,34.25,12.57,1.85,0.15,0.04,-1.35,1018.48,5.59,-11.81,-11.82
81450,3.56,38.31,-11.51,-0.60,-0.15,-2.00,1018.37,5.59,-10.94,-10.93
81523,1.36,20.74,-0.84,-0.22,0.06,-1.54,1018.37,5.59,-10.94,-10.94
81594,20.69,3.41,0.55,0.23,0.03,-1.02,1018.48,5.59,-11.81,-11.82
81662,-11.17,7.24,2.64,0.16,-0.02,-1.25,1018.37,5.59,-10.94,-10.93
81733,-19.32,-1.33,4.70,0.14,0.01,-1.11,1018.37,5.59,-10.94,-10.94
81804,-14.99,2.16,-2.91,0.09,0.03,-1.18,1018.37,5.59,-10.94,-10.94
81874,-13.52,-11.26,-0.01,0.13,0.05,-1.18,1018.37,5.59,-10.94,-10.94
81948,-11.28,-3.78,3.79,0.14,0.06,-1.06,1018.37,5.59,-10.94,-10.94
82019,-15.66,10.32,2.67,0.07,-0.01,-1.04,1018.37,5.59,-10.94,-10.94
82090,15.82,14.02,2.89,0.11,0.02,-1.02,1018.43,5.61,-11.42,-11.42
82160,29.96,-3.14,-5.19,0.15,0.04,-1.26,1018.37,5.59,-10.94,-10.94
82231,4.66,-20.20,-5.71,0.42,0.06,-0.65,1018.37,5.59,-10.94,-10.94
82302,8.49,-6.82,1.44,0.07,0.06,-1.20,1018.43,5.61,-11.42,-11.42
82371,12.28,9.19,1.51,0.16,0.06,-0.97,1018.37,5.59,-10.94,-10.94
82440,-7.58,9.32,0.61,0.16,-0.02,-1.25,1018.27,5.59,-10.14,-10.14
82509,-16.47,2.11,0.70,0.11,0.03,-1.11,1018.43,5.61,-11.42,-11.42
82579,-16.16,-8.93,-2.50,0.14,0.02,-1.13,1018.37,5.59,-10.94,-10.94
82651,-5.63,-8.68,-3.84,0.12,0.05,-1.13,1018.37,5.59,-10.94,-10.94
82722,-7.86,-3.71,2.23,0.13,0.03,-1.13,1018.43,5.61,-11.42,-11.42
82792,-13.73,3.10,2.46,0.13,0.04,-1.18,1018.37,5.59,-10.94,-10.94
82861,2.17,1.64,6.84,0.16,0.09,-1.08,1018.32,5.61,-10.54,-10.54
82929,29.12,3.00,5.30,0.15,0.06,-1.09,1018.27,5.59,-10.14,-10.14
82998,17.32,-4.00,1.44,0.15,-0.01,-1.32,1018.43,5.61,-11.42,-11.42
83069,-10.39,-32.00,-1.57,0.11,0.01,-1.16,1018.37,5.59,-10.94,-10.94
83142,15.12,3.54,-1.36,0.18,0.04,-0.97,1018.32,5.61,-10.54,-10.54
83211,26.71,8.80,-0.24,0.14,0.02,-1.12,1018.32,5.61,-10.54,-10.54
83281,-14.16,10.09,-0.81,0.07,0.01,-1.21,1018.32,5.61,-10.54,-10.54
83357,-38.47,-2.32,-2.97,0.14,0.01,-1.21,1018.53,5.61,-12.21,-12.22
83425,-51.40,-30.20,3.30,0.83,0.11,0.03,1018.43,5.61,-11.42,-11.41
83496,-22.64,-16.75,7.53,0.35,0.11,-0.60,1018.43,5.61,-11.42,-11.42
83568,13.81,0.34,1.25,0.24,0.08,-1.04,1018.32,5.61,-10.54,-10.54
83636,17.79,3.16,-1.26,0.11,0.06,-1.22,1018.43,5.61,-11.42,-11.42
83706,15.23,-1.63,0.78,0.08,0.04,-1.18,1018.32,5.61,-10.54,-10.54
83776,5.68,-10.97,0.80,0.20,0.02,-1.07,1018.43,5.61,-11.42,-11.42
83846,-3.75,-4.79,-4.79,0.11,0.08,-1.09,1018.43,5.61,-11.42,-11.42
83917,7.61,8.54,-1.78,0.10,0.09,-1.18,1018.43,5.61,-11.42,-11.42
83985,-1.54,1.38,2.52,0.15,0.01,-1.29,1018.37,5.59,-10.94,-10.94
84054,-27.84,0.96,-3.68,0.16,-0.02,-1.21,1018.53,5.61,-12.21,-12.22
84126,-17.86,7.79,1.35,0.15,0.13,-1.07,1018.43,5.61,-11.42,-11.41
84196,-6.83,-12.84,1.35,0.18,0.07,-1.21,1018.43,5.61,-11.42,-11.42
84267,-7.66,-0.49,1.97,0.12,0.08,-1.10,1018.32,5.61,-10.54,-10.54
84336,6.30,-2.78,6.98,0.16,0.08,-1.09,1018.43,5.61,-11.42,-11.42
84405,16.74,-0.17,5.32,0.14,0.08,-1.13,1018.32,5.61,-10.54,-10.54
84475,13.98,-2.00,0.57,0.18,0.03,-1.22,1018.32,5.61,-10.54,-10.54
84545,11.96,7.83,2.74,0.18,0.10,-1.15,1018.32,5.61,-10.54,-10.54
84613,9.76,-0.15,2.81,0.17,-0.01,-1.18,1018.32,5.61,-10.54,-10.54
84683,8.42,6.09,2.08,0.18,0.04,-1.18,1018.32,5.61,-10.54,-10.54
84751,6.19,-9.08,3.61,0.15,0.06,-1.16,1018.27,5.59,-10.14,-10.14
84820,-5.08,10.37,1.38,0.12,-0.02,-1.19,1018.32,5.61,-10.54,-10.54
84891,-2.97,4.78,0.61,0.10,0.06,-1.18,1018.47,5.63,-11.73,-11.74
84959,21.44,22.31,0.49,0.21,-0.01,-1.58,1018.32,5.61,-10.54,-10.54
85030,16.16,2.19,1.94,0.19,-0.01,-1.35,1018.43,5.61,-11.42,-11.42
85100,-23.37,-2.39,-5.71,0.13,-0.00,-1.13,1018.43,5.61,-11.42,-11.42
85173,-9.55,12.45,-4.52,0.19,0.04,-1.13,1018.32,5.61,-10.54,-10.54
85244,-32.64,-5.71,-5.45,0.20,0.05,-1.27,1018.32,5.61,-10.54,-10.54
85316,-18.27,-5.77,0.55,0.18,0.06,-1.02,1018.43,5.61,-11.42,-11.42
85386,19.43,7.76,3.83,0.17,0.06,-1.08,1018.43,5.61,-11.42,-11.42
85455,22.94,20.55,2.72,0.20,0.00,-1.19,1018.43,5.61,-11.42,-11.42
85524,8.40,-54.17,-1.77,0.27,0.04,-1.17,1018.43,5.61,-11.42,-11.42
85596,12.05,-142.13,-2.29,0.15,0.04,-1.18,1018.32,5.61,-10.54,-10.54
85669,13.55,-218.88,-9.75,-0.00,0.01,-1.24,1018.43,5.61,-11.42,-11.42
85743,24.52,-250.01,-23.40,-0.15,0.01,-1.28,1018.43,5.61,-11.42,-11.42
85818,-28.62,-40.23,-15.16,-0.35,-0.00,-1.01,1018.32,5.61,-10.54,-10.54
85894,-67.57,-323.51,-22.78,-0.39,0.10,-0.82,1018.32,5.61,-10.54,-10.54
85970,-62.65,-312.97,-2.55,-0.59,0.06,-1.02,1018.32,5.61,-10.54,-10.54
86045,-59.02,-238.56,22.54,-0.68,0.03,-0.99,1018.32,5.61,-10.54,-10.54
86119,-9.98,-84.09,36.70,-0.85,0.08,-0.69,1018.37,5.63,-10.94,-10.94
86193,17.32,-159.20,-6.82,-0.81,0.10,-0.71,1018.32,5.61,-10.54,-10.54
86267,23.01,-300.13,-55.77,-0.85,0.08,-0.60,1018.32,5.61,-10.54,-10.54
86342,10.77,-318.24,-49.65,-1.01,0.03,-0.47,1018.43,5.61,-11.42,-11.42
86417,-14.90,-126.27,-32.04,-1.18,0.05,-0.30,1018.32,5.61,-10.54,-10.54
86493,-8.09,-192.00,-21.26,-0.91,0.07,-0.11,1018.37,5.63,-10.94,-10.94
86568,4.43,-75.29,-32.09,-1.13,0.07,-0.02,1018.32,5.61,-10.54,-10.54
86641,12.04,55.36,-7.16,-1.05,0.01,-0.00,1018.37,5.63,-10.94,-10.94
86712,0.77,29.53,5.77,-0.99,-0.06,-0.01,1018.43,5.61,-11.42,-11.42
86783,-0.77,-35.07,8.43,-0.96,0.00,-0.03,1018.43,5.61,-11.42,-11.42
86855,-2.57,-87.48,24.28,-0.99,-0.01,-0.04,1018.47,5.63,-11.73,-11.74
86929,11.38,-41.72,35.76,-0.94,0.01,0.08,1018.32,5.61,-10.54,-10.54
87001,14.46,-13.71,11.59,-0.98,0.03,0.03,1018.32,5.61,-10.54,-10.54
87073,8.57,-56.70,-3.83,-0.99,0.01,0.08,1018.21,5.61,-9.66,-9.66
87142,-0.50,-65.07,-15.16,-0.93,0.04,0.11,1018.32,5.61,-10.54,-10.54
87215,6.60,-111.45,-32.09,-0.92,0.03,0.19,1018.32,5.61,-10.54,-10.54
87287,-11.90,-119.91,-36.85,-0.93,0.00,0.20,1018.32,5.61,-10.54,-10.54
87362,-3.60,-87.02,-28.09,-0.95,-0.03,0.29,1018.47,5.63,-11.73,-11.74
87436,-9.61,-120.18,-27.33,-0.85,-0.06,0.41,1018.32,5.61,-10.54,-10.54
87511,-4.07,-121.40,-34.84,-0.82,-0.05,0.43,1018.32,5.61,-10.54,-10.54
87586,-0.44,-159.14,-32.79,-0.75,-0.04,0.52,1018.32,5.61,-10.54,-10.54
87661,-1.15,-142.96,-21.62,-0.69,-0.07,0.55,1018.47,5.63,-11.73,-11.74
87736,-8.30,-71.84,-16.09,-0.58,-0.12,0.67,1018.47,5.63,-11.73,-11.73
87810,0.52,-92.24,-32.93,-0.56,-0.16,0.66,1018.32,5.61,-10.54,-10.54
87883,5.00,-38.59,-28.44,-0.55,-0.15,0.62,1018.43,5.61,-11.42,-11.42
87956,9.38,15.80,-13.40,-0.67,-0.11,0.67,1018.43,5.61,-11.42,-11.42
88028,10.31,-14.88,-14.23,-0.53,-0.14,0.56,1018.32,5.61,-10.54,-10.54
88102,-2.57,8.34,-9.57,-0.58,-0.08,0.67,1018.58,5.63,-12.61,-12.62
88173,-0.13,-13.54,-0.82,-0.48,-0.15,0.90,1018.47,5.63,-11.73,-11.73
88246,24.56,1.22,14.67,-0.51,-0.14,0.68,1018.43,5.61,-11.42,-11.41
88317,0.75,-8.06,-1.11,-0.54,-0.12,0.72,1018.47,5.63,-11.73,-11.74
88387,-8.06,3.99,1.22,-0.52,-0.11,0.68,1018.58,5.63,-12.61,-12.61
88457,-6.41,0.37,4.43,-0.58,-0.10,0.69,1018.47,5.63,-11.73,-11.73
88527,-4.09,7.41,8.83,-0.57,-0.12,0.66,1018.47,5.63,-11.73,-11.73
88597,1.38,17.29,9.25,-0.55,-0.13,0.64,1018.47,5.63,-11.73,-11.73
88667,6.17,21.45,7.62,-0.59,-0.13,0.66,1018.43,5.61,-11.42,-11.41
88741,6.42,1.33,-1.74,-0.59,-0.12,0.67,1018.47,5.63,-11.73,-11.74
88807,-1.87,13.21,-1.04,-0.58,-0.10,0.64,1018.47,5.63,-11.73,-11.73
88878,-7.32,4.22,-8.30,-0.60,-0.11,0.65,1018.37,5.63,-10.94,-10.93
88949,2.49,-10.91,-2.62,-0.60,-0.14,0.69,1018.37,5.63,-10.94,-10.94
89021,-6.15,0.41,-8.71,-0.55,-0.11,0.60,1018.47,5.63,-11.73,-11.74
89092,-11.23,-14.41,-10.64,-0.62,-0.08,0.60,1018.47,5.63,-11.73,-11.73
89167,-7.15,-34.82,-8.35,-0.66,-0.21,0.86,1018.37,5.63,-10.94,-10.93
89240,-4.85,-5.49,2.19,-0.55,-0.13,0.63,1018.47,5.63,-11.73,-11.74
89310,-11.34,-7.98,4.14,-0.56,-0.17,0.63,1018.37,5.63,-10.94,-10.93
89382,-7.44,2.29,4.19,-0.54,-0.16,0.68,1018.47,5.63,-11.73,-11.74
89452,-13.84,13.54,0.61,-0.39,-0.14,0.91,1018.37,5.63,-10.94,-10.93
89524,-24.06,1.15,-7.62,-0.66,-0.16,0.44,1018.47,5.63,-11.73,-11.74
89596,-16.15,-3.80,-0.65,-0.51,-0.25,0.86,1018.47,5.63,-11.73,-11.73
89669,-20.22,2.51,-11.07,-0.55,-0.20,0.67,1018.37,5.63,-10.94,-10.93
89742,-2.94,-6.99,1.54,-0.60,-0.14,0.72,1018.37,5.63,-10.94,-10.94
89812,-11.90,-3.19,-0.32,-0.55,-0.16,0.59,1018.58,5.63,-12.61,-12.62
89885,-15.19,42.71,5.18,-0.53,-0.22,0.65,1018.47,5.63,-11.73,-11.73
89957,-3.32,12.81,4.83,-0.62,-0.27,0.67,1018.47,5.63,-11.73,-11.73
90028,0.01,-17.88,6.17,-0.60,-0.16,0.68,1018.37,5.63,-10.94,-10.93
90099,-0.38,-35.51,0.00,-0.50,-0.22,0.83,1018.37,5.63,-10.94,-10.94
90171,-10.06,-31.46,11.10,-0.65,-0.20,0.50,1018.43,5.61,-11.42,-11.42
90245,-2.10,-18.00,-8.73,-0.44,-0.20,0.86,1018.47,5.63,-11.73,-11.74
90318,-5.81,-22.04,-2.88,-0.59,-0.25,0.66,1018.47,5.63,-11.73,-11.73
90390,-5.67,-6.13,-2.36,-0.47,-0.21,0.71,1018.47,5.63,-11.73,-11.73
90462,9.67,-0.68,-0.21,-0.63,-0.28,0.70,1018.37,5.63,-10.94,-10.93
90533,3.75,-15.22,5.04,-0.54,-0.26,0.71,1018.42,5.65,-11.34,-11.34
90604,14.01,0.02,-3.39,-0.52,-0.22,0.72,1018.52,5.65,-12.13,-12.14
90675,16.63,-3.89,-3.92,-0.56,-0.22,0.69,1018.47,5.63,-11.73,-11.73
90747,8.31,-5.45,-1.48,-0.53,-0.18,0.61,1018.47,5.63,-11.73,-11.73
90821,-3.31,0.49,-4.35,-0.55,-0.23,0.70,1018.37,5.63,-10.94,-10.93
90888,6.17,0.48,-0.62,-0.53,-0.21,0.69,1018.47,5.63,-11.73,-11.74
90958,8.88,1.33,0.14,-0.52,-0.18,0.71,1018.47,5.63,-11.73,-11.73
91027,0.80,6.55,-1.16,-0.57,-0.18,0.60,1018.47,5.63,-11.73,-11.73
91097,-1.31,6.48,-0.23,-0.51,-0.21,0.73,1018.52,5.65,-12.13,-12.13
91168,5.98,13.77,7.74,-0.57,-0.22,0.73,1018.37,5.63,-10.94,-10.93
91237,13.98,8.35,2.78,-0.54,-0.17,0.63,1018.47,5.63,-11.73,-11.74
91307,-3.14,8.00,-4.62,-0.66,-0.21,0.67,1018.47,5.63,-11.73,-11.73
91378,6.91,-5.68,0.45,-0.54,-0.21,0.66,1018.58,5.63,-12.61,-12.61
91448,9.65,4.64,3.54,-0.55,-0.19,0.72,1018.47,5.63,-11.73,-11.73
91517,2.40,-11.37,-0.46,-0.51,-0.17,0.75,1018.47,5.63,-11.73,-11.73
91588,-2.44,-0.68,0.49,-0.56,-0.20,0.68,1018.37,5.63,-10.94,-10.93
91659,2.72,-3.86,3.36,-0.52,-0.18,0.74,1018.42,5.65,-11.34,-11.34
91729,2.56,-10.64,-0.15,-0.48,-0.17,0.76,1018.47,5.63,-11.73,-11.74
91801,-3.98,1.50,-0.49,-0.61,-0.17,0.64,1018.47,5.63,-11.73,-11.73
91872,2.52,1.15,2.55,-0.57,-0.16,0.68,1018.37,5.63,-10.94,-10.93
91941,3.26,4.51,0.43,-0.45,-0.15,0.85,1018.47,5.63,-11.73,-11.74
92009,9.09,-25.07,-2.12,-0.49,-0.17,0.80,1018.47,5.63,-11.73,-11.73
92081,-18.06,-13.28,-9.78,-0.50,-0.20,0.69,1018.47,5.63,-11.73,-11.73
92155,-16.74,5.74,-0.42,-0.47,-0.18,0.64,1018.47,5.63,-11.73,-11.73
92227,-10.64,-14.01,7.82,-0.59,-0.22,0.76,1018.37,5.63,-10.94,-10.93
92300,-1.60,-12.30,8.74,-0.60,-0.18,0.64,1018.52,5.65,-12.13,-12.14
92372,-3.14,1.77,5.77,-0.51,-0.25,0.71,1018.47,5.63,-11.73,-11.73
92442,3.55,1.51,7.33,-0.50,-0.20,0.63,1018.52,5.65,-12.13,-12.13
92510,-11.61,5.74,-0.61,-0.53,-0.16,0.69,1018.47,5.63,-11.73,-11.73
92582,-8.73,4.67,2.16,-0.43,-0.19,0.72,1018.37,5.63,-10.94,-10.93
92652,-10.48,2.74,3.94,-0.55,-0.18,0.73,1018.37,5.63,-10.94,-10.94
92723,-20.35,-8.49,-3.52,-0.58,-0.21,0.67,1018.47,5.63,-11.73,-11.74
92796,-16.70,-0.59,1.58,-0.54,-0.23,0.67,1018.42,5.65,-11.34,-11.33
92868,-12.18,0.08,1.42,-0.54,-0.28,0.69,1018.37,5.63,-10.94,-10.94
92938,10.60,-1.65,14.11,-0.57,-0.24,0.68,1018.52,5.65,-12.13,-12.14
93010,36.13,8.17,21.33,-0.58,-0.25,0.72,1018.42,5.65,-11.34,-11.33
