Time, GyroX, GyroY, GyroZ, AccX, AccY, AccZ, Pressure, TempMS, Height, KalHeight
3552,1.50,10.57,-1.52,0.20,0.96,-0.20,1018.38,5.35,-11.02,-11.04
3621,-17.61,8.06,0.80,0.16,0.97,-0.26,1018.38,5.35,-11.02,-11.02
3690,1.23,7.97,7.39,0.15,0.97,-0.28,1018.49,5.35,-11.89,-11.91
3756,-8.06,7.73,-2.75,0.23,0.98,-0.18,1018.38,5.35,-11.02,-11.00
3825,-9.25,15.56,4.09,0.22,0.95,-0.20,1018.38,5.35,-11.02,-11.02
3894,-26.67,-5.11,46.28,0.34,0.60,-0.18,1018.38,5.35,-11.02,-11.02
3965,-33.86,-34.75,-19.94,0.21,0.99,-0.08,1018.38,5.35,-11.02,-11.02
4037,-0.44,-13.37,-2.41,0.23,0.97,-0.16,1018.38,5.35,-11.02,-11.02
4108,10.95,-51.88,1.80,0.21,0.89,-0.18,1018.27,5.35,-10.14,-10.12
4178,-10.71,-72.67,11.56,0.14,0.92,-0.34,1018.49,5.35,-11.89,-11.93
4250,33.38,-25.52,13.94,0.20,1.01,-0.19,1018.27,5.35,-10.14,-10.11
4321,47.87,10.16,1.29,0.20,0.98,-0.30,1018.32,5.36,-10.54,-10.55
4390,-11.61,-1.57,-6.93,0.34,0.96,-0.06,1018.43,5.36,-11.42,-11.43
4460,-26.33,22.26,0.90,0.24,0.95,-0.14,1018.32,5.36,-10.54,-10.52
4530,-33.40,33.61,1.13,0.13,1.02,-0.34,1018.53,5.36,-12.21,-12.24
4600,-25.35,47.44,-0.99,0.23,0.98,0.02,1018.43,5.36,-11.42,-11.40
4670,-40.42,10.32,-3.45,0.28,0.94,-0.09,1018.32,5.36,-10.54,-10.52
4740,-69.60,17.38,-15.30,0.29,1.01,-0.27,1018.43,5.36,-11.42,-11.43
4812,20.77,17.03,18.48,0.26,0.92,-0.13,1018.37,5.38,-10.94,-10.93
4882,-6.16,-14.32,12.69,0.31,0.96,-0.05,1018.43,5.36,-11.42,-11.42
4957,28.13,-8.41,15.01,0.25,0.87,-0.08,1018.43,5.36,-11.42,-11.42
5022,48.28,32.49,9.10,0.32,0.92,-0.10,1018.32,5.36,-10.54,-10.53
5092,5.99,14.03,0.64,0.42,0.97,0.08,1018.32,5.36,-10.54,-10.54
5158,-36.79,-4.39,-14.38,0.22,1.06,-0.05,1018.43,5.36,-11.42,-11.43
5230,6.40,-0.87,2.92,0.27,0.92,-0.16,1018.48,5.38,-11.81,-11.82
5298,14.66,8.19,4.16,0.21,0.97,-0.18,1018.53,5.36,-12.21,-12.22
5365,13.33,-2.07,-1.17,0.24,0.86,-0.20,1018.48,5.38,-11.81,-11.81
5435,-20.24,-6.21,-0.17,0.32,1.05,0.07,1018.48,5.38,-11.81,-11.81
5505,23.20,-0.85,17.73,0.20,0.97,-0.10,1018.37,5.38,-10.94,-10.93
5575,-44.12,-2.82,-14.09,0.28,0.95,-0.15,1018.48,5.38,-11.81,-11.83
5647,21.07,-0.29,0.06,0.22,0.96,-0.21,1018.37,5.38,-10.94,-10.93
5716,-35.83,-6.03,-19.00,0.28,0.96,-0.06,1018.37,5.38,-10.94,-10.94
5787,-3.46,-5.74,10.34,0.14,0.95,-0.07,1018.37,5.38,-10.94,-10.94
5857,-5.40,-3.29,-3.55,0.25,1.01,-0.13,1018.37,5.38,-10.94,-10.94
5927,44.94,-2.33,11.36,0.20,0.94,-0.11,1018.37,5.38,-10.94,-10.94
5997,16.77,-1.83,9.36,0.26,0.95,-0.15,1018.37,5.38,-10.94,-10.94
6066,-33.48,2.41,-13.11,0.26,0.92,-0.13,1018.48,5.38,-11.81,-11.82
6136,-16.21,-2.70,-4.59,0.29,0.84,-0.06,1018.37,5.38,-10.94,-10.93
6207,30.49,-1.94,9.29,0.28,0.96,-0.14,1018.37,5.38,-10.94,-10.94
6276,-18.67,-2.01,-3.20,0.21,0.94,-0.16,1018.37,5.38,-10.94,-10.94
6347,-40.19,-1.31,-20.00,0.25,0.97,-0.15,1018.53,5.40,-12.21,-12.23
6419,-28.47,17.03,-11.84,0.21,0.96,-0.07,1018.48,5.38,-11.81,-11.81
6491,15.53,5.00,4.96,0.21,0.94,-0.13,1018.37,5.38,-10.94,-10.93
6558,-1.60,0.23,0.49,0.22,0.95,-0.11,1018.37,5.38,-10.94,-10.94
6626,47.81,-2.09,22.81,0.28,1.00,-0.04,1018.26,5.38,-10.06,-10.05
6696,-26.36,1.32,-7.22,0.27,0.97,-0.10,1018.37,5.38,-10.94,-10.95
6766,27.18,-4.44,8.84,0.25,0.96,-0.12,1018.37,5.38,-10.94,-10.94
6834,-1.00,-3.31,-0.97,0.24,0.95,-0.15,1018.37,5.38,-10.94,-10.94
6904,-37.66,-10.93,-1.94,0.22,0.97,-0.12,1018.42,5.40,-11.34,-11.34
6976,23.62,10.81,-1.78,0.05,1.02,-0.38,1018.42,5.40,-11.34,-11.34
7046,-19.58,-10.61,-2.87,0.20,0.95,-0.07,1018.26,5.38,-10.06,-10.05
7118,-10.01,-5.20,4.16,0.31,0.94,-0.07,1018.26,5.38,-10.06,-10.06
7187,-2.19,-4.15,10.90,0.24,0.95,-0.18,1018.37,5.38,-10.94,-10.95
7257,-10.09,-10.71,7.22,0.27,0.96,-0.14,1018.37,5.38,-10.94,-10.94
7328,20.66,-12.67,7.27,0.22,0.98,-0.21,1018.37,5.38,-10.94,-10.94
7398,-4.88,-16.87,5.13,0.20,0.97,-0.23,1018.42,5.40,-11.34,-11.34
7468,-9.99,-12.79,-3.13,0.22,0.95,-0.17,1018.37,5.38,-10.94,-10.93
7538,-5.09,-9.92,-0.13,0.27,0.93,-0.11,1018.37,5.38,-10.94,-10.94
7608,-54.71,-20.42,-17.65,0.24,0.92,-0.14,1018.37,5.38,-10.94,-10.94
7681,23.52,-17.48,10.92,0.28,0.95,-0.08,1018.37,5.38,-10.94,-10.94
7752,43.27,16.40,25.50,0.30,0.92,-0.12,1018.37,5.38,-10.94,-10.94
7822,11.68,47.25,9.74,0.14,0.86,-0.41,1018.37,5.38,-10.94,-10.94
7891,-1.96,17.44,8.64,0.24,0.94,-0.22,1018.37,5.38,-10.94,-10.94
7959,-16.71,6.87,1.70,0.31,0.96,-0.12,1018.42,5.40,-11.34,-11.34
8028,-1.32,0.96,3.76,0.37,0.95,-0.04,1018.37,5.38,-10.94,-10.93
8096,1.36,1.96,4.05,0.36,0.96,-0.11,1018.42,5.40,-11.34,-11.34
8162,5.10,-5.14,0.51,0.27,0.94,-0.19,1018.42,5.40,-11.34,-11.34
8230,-10.65,-7.84,-5.60,0.24,0.93,-0.16,1018.42,5.40,-11.34,-11.34
8301,-6.04,-10.67,-7.40,0.29,0.92,-0.11,1018.37,5.38,-10.94,-10.93
8372,-10.82,-5.63,-8.17,0.28,0.99,-0.10,1018.42,5.40,-11.34,-11.34
8443,-5.57,11.24,1.30,0.24,0.95,-0.08,1018.31,5.40,-10.46,-10.45
8511,-17.87,7.70,-2.35,0.28,0.90,-0.22,1018.42,5.40,-11.34,-11.34
8581,-12.97,8.92,4.81,0.34,0.68,-0.07,1018.42,5.40,-11.34,-11.34
8650,9.39,3.01,3.04,0.25,0.95,-0.04,1018.42,5.40,-11.34,-11.34
8716,-14.64,2.16,-3.97,0.27,0.95,-0.08,1018.37,5.38,-10.94,-10.93
8786,20.71,-0.93,9.45,0.32,0.96,-0.03,1018.42,5.40,-11.34,-11.34
8855,0.16,15.68,-2.39,0.30,1.00,-0.05,1018.37,5.38,-10.94,-10.93
8924,78.02,18.78,21.36,0.18,1.38,-0.25,1018.42,5.40,-11.34,-11.34
8994,10.20,43.39,15.53,0.32,1.09,-0.42,1018.31,5.40,-10.46,-10.45
9063,20.08,12.16,-7.55,0.39,0.94,-0.07,1018.53,5.40,-12.21,-12.23
9133,-26.74,102.02,-7.60,0.28,0.74,-0.29,1018.31,5.40,-10.46,-10.44
9205,-43.66,9.56,-12.24,0.29,1.00,-0.07,1018.37,5.38,-10.94,-10.94
9276,-16.38,2.55,-4.81,0.27,0.92,-0.10,1018.37,5.38,-10.94,-10.94
9345,-7.63,4.72,0.38,0.29,1.00,-0.06,1018.37,5.38,-10.94,-10.94
9413,-7.95,53.36,0.02,0.46,0.43,0.06,1018.42,5.40,-11.34,-11.34
9481,26.83,1.09,0.23,0.28,0.98,-0.13,1018.37,5.38,-10.94,-10.93
9549,-1.70,-14.64,-2.46,0.31,0.99,-0.06,1018.26,5.38,-10.06,-10.05
9620,30.39,-72.32,10.08,0.32,0.89,0.02,1018.37,5.38,-10.94,-10.94
9689,-38.32,-66.32,2.06,0.31,0.95,-0.20,1018.37,5.38,-10.94,-10.94
9760,21.21,-50.18,-5.91,0.17,0.77,-0.28,1018.37,5.38,-10.94,-10.94
9831,-28.09,137.51,0.58,0.04,0.84,-0.29,1018.37,5.38,-10.94,-10.94
9902,-29.73,81.77,-3.95,0.25,0.96,-0.17,1018.48,5.38,-11.81,-11.82
9973,-21.57,13.79,-9.30,0.25,0.80,-0.53,1018.32,5.36,-10.54,-10.53
10044,-18.36,-90.62,-15.75,0.58,1.15,0.45,1018.37,5.38,-10.94,-10.94
10117,13.64,-45.52,-12.56,0.32,0.90,-0.37,1018.48,5.38,-11.81,-11.82
10190,-39.87,4.34,-11.86,0.20,0.94,-0.00,1018.37,5.38,-10.94,-10.93
10262,7.65,1.41,1.64,0.26,0.91,-0.06,1018.37,5.38,-10.94,-10.94
10329,5.59,-1.81,5.77,0.19,0.76,-0.21,1018.48,5.38,-11.81,-11.82
10402,-6.68,-21.13,-3.28,0.14,1.02,-0.17,1018.37,5.38,-10.94,-10.93
10470,12.77,-8.32,2.37,0.27,0.82,-0.09,1018.37,5.38,-10.94,-10.94
10540,18.51,-0.67,5.33,0.28,0.96,-0.06,1018.48,5.38,-11.81,-11.82
10609,-7.05,0.89,-1.02,0.27,0.96,-0.06,1018.37,5.38,-10.94,-10.93
10679,13.24,-2.24,-3.75,0.23,0.91,-0.09,1018.48,5.38,-11.81,-11.82
10750,-7.14,-6.58,-3.23,0.31,1.00,-0.02,1018.37,5.38,-10.94,-10.93
10824,53.70,-1.89,-9.25,0.32,1.00,-0.06,1018.37,5.38,-10.94,-10.94
10892,-10.54,0.03,-5.89,0.21,0.93,-0.10,1018.37,5.38,-10.94,-10.94
10962,0.89,6.09,19.25,0.19,0.96,-0.11,1018.32,5.36,-10.54,-10.54
11031,53.84,-5.13,42.52,0.40,0.96,-0.03,1018.37,5.38,-10.94,-10.94
11102,-47.41,0.80,-10.97,0.31,0.92,-0.16,1018.37,5.38,-10.94,-10.94
11174,5.70,-6.78,5.33,0.28,0.93,0.02,1018.37,5.38,-10.94,-10.94
11242,-8.02,1.42,19.97,0.28,0.97,-0.13,1018.37,5.38,-10.94,-10.94
11311,8.43,-3.23,12.78,0.34,0.96,-0.11,1018.37,5.38,-10.94,-10.94
11381,1.78,-14.81,14.05,0.22,0.91,-0.14,1018.37,5.38,-10.94,-10.94
11452,-31.64,-2.32,0.87,0.34,0.91,-0.17,1018.48,5.38,-11.81,-11.82
11523,6.75,-3.59,5.71,0.36,0.99,-0.05,1018.32,5.36,-10.54,-10.53
11592,-7.22,0.22,3.51,0.28,0.95,-0.12,1018.37,5.38,-10.94,-10.94
11660,6.23,10.74,11.99,0.30,0.91,-0.09,1018.32,5.36,-10.54,-10.54
11730,50.17,11.79,22.63,0.35,0.90,-0.09,1018.37,5.38,-10.94,-10.94
11801,1.52,36.51,9.04,0.30,0.89,-0.12,1018.43,5.36,-11.42,-11.42
11870,-26.35,1.30,20.77,0.35,0.95,-0.01,1018.37,5.38,-10.94,-10.93
11941,-4.79,-3.28,16.51,0.36,0.94,-0.08,1018.37,5.38,-10.94,-10.94
12011,2.01,1.97,9.58,0.45,0.97,-0.10,1018.48,5.38,-11.81,-11.82
12079,9.65,2.00,-12.20,0.41,0.92,-0.12,1018.37,5.38,-10.94,-10.93
12149,-2.04,2.64,-17.68,0.33,0.92,-0.12,1018.37,5.38,-10.94,-10.94
12220,-12.56,-3.92,-15.57,0.36,0.92,-0.07,1018.37,5.38,-10.94,-10.94
12293,4.33,-3.74,-13.55,0.42,0.92,0.02,1018.37,5.38,-10.94,-10.94
12362,32.19,-0.12,-19.42,0.37,0.91,-0.08,1018.37,5.38,-10.94,-10.94
12434,21.59,3.22,-3.33,0.29,0.94,-0.07,1018.32,5.36,-10.54,-10.54
12504,-15.34,-1.68,-9.60,0.37,0.96,-0.11,1018.37,5.38,-10.94,-10.94
12576,-4.71,-1.29,-5.39,0.29,0.95,-0.11,1018.32,5.36,-10.54,-10.54
12647,-18.51,-1.75,-4.88,0.31,0.93,-0.04,1018.48,5.38,-11.81,-11.82
12719,-4.57,-0.49,0.46,0.28,0.94,-0.07,1018.32,5.36,-10.54,-10.53
12788,-7.60,0.60,2.14,0.27,0.96,-0.20,1018.48,5.38,-11.81,-11.82
12857,6.11,-6.47,-1.55,0.37,0.93,0.03,1018.37,5.38,-10.94,-10.93
12926,2.75,-3.23,-9.26,0.41,0.94,-0.05,1018.37,5.38,-10.94,-10.94
12995,-11.31,-1.95,-13.40,0.24,0.94,-0.11,1018.37,5.38,-10.94,-10.94
13069,5.38,-2.36,10.69,0.27,0.97,-0.09,1018.37,5.38,-10.94,-10.94
13138,13.58,-7.20,-4.47,0.40,0.97,-0.08,1018.43,5.36,-11.42,-11.42
13209,-21.29,2.37,8.11,0.22,0.90,-0.14,1018.37,5.38,-10.94,-10.93
13279,-16.04,-4.64,10.49,0.30,0.91,-0.03,1018.37,5.38,-10.94,-10.94
13351,-2.70,-7.45,-1.81,0.38,0.97,-0.04,1018.37,5.38,-10.94,-10.94
13422,-5.87,-9.55,11.42,0.26,0.95,-0.05,1018.48,5.38,-11.81,-11.82
13493,-2.12,-11.60,-0.73,0.32,0.94,-0.14,1018.48,5.38,-11.81,-11.81
13564,4.19,3.68,8.22,0.28,0.90,-0.14,1018.37,5.38,-10.94,-10.93
13632,4.07,-10.44,10.69,0.41,0.92,0.09,1018.48,5.38,-11.81,-11.82
13702,7.23,2.00,-2.50,0.25,0.94,-0.21,1018.48,5.38,-11.81,-11.81
13771,3.94,2.83,-4.12,0.31,0.93,-0.07,1018.37,5.38,-10.94,-10.93
13839,0.36,-0.49,-6.27,0.31,0.92,-0.11,1018.48,5.38,-11.81,-11.82
13909,-23.37,2.60,-11.77,0.29,0.92,-0.14,1018.48,5.38,-11.81,-11.81
13981,-1.75,5.01,7.53,0.30,0.94,-0.16,1018.37,5.38,-10.94,-10.93
14050,-0.71,5.07,1.39,0.36,0.94,-0.22,1018.43,5.36,-11.42,-11.42
14119,3.23,11.01,-8.06,0.31,0.91,-0.28,1018.37,5.38,-10.94,-10.93
14188,-5.17,2.87,0.98,0.18,1.00,-0.23,1018.32,5.36,-10.54,-10.54
14257,-6.25,-0.64,-1.88,0.29,0.92,-0.14,1018.48,5.38,-11.81,-11.82
14328,6.86,-6.87,-1.05,0.35,0.93,0.01,1018.48,5.38,-11.81,-11.81
14397,5.29,-2.96,-4.56,0.31,0.92,-0.11,1018.37,5.38,-10.94,-10.93
14467,9.03,-1.78,-1.00,0.37,0.92,-0.03,1018.48,5.38,-11.81,-11.82
14536,26.56,4.37,7.47,0.19,0.98,-0.10,1018.37,5.38,-10.94,-10.93
14605,118.77,3.35,29.83,0.25,0.96,-0.19,1018.48,5.38,-11.81,-11.82
14676,27.12,1.79,7.29,0.32,0.89,-0.23,1018.37,5.38,-10.94,-10.93
14745,-109.93,1.67,-37.71,0.33,0.93,-0.18,1018.37,5.38,-10.94,-10.94
14818,47.78,4.72,7.39,0.26,0.87,-0.14,1018.48,5.38,-11.81,-11.82
14886,9.27,-0.55,5.32,0.40,0.80,-0.01,1018.37,5.38,-10.94,-10.93
14955,15.29,21.09,8.75,0.18,0.52,-0.43,1018.37,5.38,-10.94,-10.94
15025,4.69,6.55,-2.49,0.29,1.03,-0.17,1018.37,5.38,-10.94,-10.94
15094,9.94,4.71,-1.31,0.27,0.90,-0.20,1018.37,5.38,-10.94,-10.94
15162,-3.87,-1.29,-6.67,0.30,0.99,-0.06,1018.37,5.38,-10.94,-10.94
15233,-17.23,3.21,-11.81,0.22,0.91,-0.21,1018.37,5.38,-10.94,-10.94
15305,-17.54,0.90,2.26,0.24,0.89,-0.19,1018.37,5.38,-10.94,-10.94
15375,17.99,10.23,12.63,0.26,0.91,-0.22,1018.48,5.38,-11.81,-11.82
15446,30.42,8.72,11.97,0.31,0.81,-0.03,1018.48,5.38,-11.81,-11.81
15516,-1.67,-0.58,-1.63,0.30,0.98,-0.10,1018.48,5.38,-11.81,-11.81
15586,-13.00,2.49,-5.37,0.28,0.98,-0.13,1018.37,5.38,-10.94,-10.93
15657,-2.30,0.80,4.11,0.26,0.99,-0.21,1018.37,5.38,-10.94,-10.94
15726,6.95,-6.41,11.07,0.37,0.78,0.06,1018.43,5.36,-11.42,-11.42
15795,1.61,-4.32,-9.13,0.44,1.46,-0.13,1018.48,5.38,-11.81,-11.82
15865,-2.94,-2.46,-5.07,0.32,1.13,-0.13,1018.37,5.38,-10.94,-10.93
15935,-2.06,-3.97,3.13,0.29,0.93,-0.18,1018.32,5.36,-10.54,-10.54
16005,-0.57,1.27,1.01,0.34,0.92,-0.12,1018.48,5.38,-11.81,-11.82
16074,-5.17,2.38,-2.96,0.23,0.95,-0.26,1018.37,5.38,-10.94,-10.93
16144,0.75,-7.22,10.46,0.39,1.02,-0.03,1018.48,5.38,-11.81,-11.82
16213,-6.28,-12.21,-12.82,0.39,1.04,-0.14,1018.37,5.38,-10.94,-10.93
16286,-12.68,-7.97,-10.59,0.32,0.94,-0.06,1018.43,5.36,-11.42,-11.42
16359,-2.44,-7.54,-15.83,0.17,0.89,-0.12,1018.37,5.38,-10.94,-10.93
16431,5.79,-11.33,9.01,0.25,0.92,-0.12,1018.48,5.38,-11.81,-11.82
16501,10.68,-7.25,2.08,0.30,0.92,-0.13,1018.48,5.38,-11.81,-11.81
16571,3.73,8.03,4.69,0.29,0.95,-0.20,1018.32,5.36,-10.54,-10.53
16638,3.00,2.09,-2.39,0.25,0.96,-0.11,1018.37,5.38,-10.94,-10.94
16707,-1.78,6.48,-5.36,0.24,0.94,-0.22,1018.26,5.38,-10.06,-10.06
16777,-8.32,-6.64,1.10,0.39,0.95,0.12,1018.37,5.38,-10.94,-10.94
16846,-2.33,1.74,9.48,0.27,0.95,-0.06,1018.37,5.38,-10.94,-10.94
16915,1.29,-3.78,8.77,0.42,0.95,-0.02,1018.37,5.38,-10.94,-10.94
16983,-1.14,0.40,3.97,0.29,0.96,-0.11,1018.48,5.38,-11.81,-11.82
17052,0.78,0.84,4.03,0.28,0.95,-0.14,1018.37,5.38,-10.94,-10.93
17120,-1.84,-1.42,-1.20,0.33,0.95,-0.13,1018.37,5.38,-10.94,-10.94
17191,-2.10,8.81,3.80,0.30,0.92,-0.13,1018.37,5.38,-10.94,-10.94
17259,1.20,-0.39,2.25,0.30,0.93,-0.15,1018.37,5.38,-10.94,-10.94
17328,-4.79,-0.07,7.44,0.28,0.94,-0.14,1018.48,5.38,-11.81,-11.82
17398,-9.96,-3.81,0.32,0.29,0.94,-0.12,1018.48,5.38,-11.81,-11.81
17468,-8.79,7.01,4.51,0.25,0.95,-0.15,1018.37,5.38,-10.94,-10.93
17536,0.39,2.54,2.35,0.27,0.98,-0.23,1018.37,5.38,-10.94,-10.94
17604,7.12,-6.67,0.98,0.39,0.95,0.03,1018.37,5.38,-10.94,-10.94
17672,0.89,0.84,-8.53,0.31,0.88,-0.11,1018.48,5.38,-11.81,-11.82
17740,-2.04,3.94,0.92,0.23,0.92,-0.13,1018.37,5.38,-10.94,-10.93
17809,-0.32,1.45,3.77,0.32,0.94,-0.11,1018.37,5.38,-10.94,-10.94
17878,-2.07,4.19,-5.83,0.31,0.84,-0.11,1018.37,5.38,-10.94,-10.94
17948,2.01,-5.05,2.77,0.29,0.99,-0.16,1018.37,5.38,-10.94,-10.94
18017,-28.73,10.34,-13.62,0.43,1.15,-0.18,1018.37,5.38,-10.94,-10.94
18089,-16.09,1.96,-30.38,0.10,0.98,0.01,1018.37,5.38,-10.94,-10.94
18160,6.98,-9.31,-24.87,0.05,0.91,-0.01,1018.37,5.38,-10.94,-10.94
18231,17.93,8.75,16.78,0.20,0.85,-0.17,1018.48,5.38,-11.81,-11.82
18301,10.25,5.76,11.01,0.40,0.89,-0.14,1018.37,5.38,-10.94,-10.93
18371,-21.63,0.60,9.01,0.15,0.94,-0.26,1018.48,5.38,-11.81,-11.82
18441,0.66,-6.47,10.46,0.52,0.98,-0.01,1018.48,5.38,-11.81,-11.81
18510,3.76,-0.13,1.15,0.22,1.01,-0.10,1018.48,5.38,-11.81,-11.81
18579,5.18,0.41,-4.04,0.28,0.94,-0.13,1018.37,5.38,-10.94,-10.93
18648,-2.12,2.45,-4.47,0.23,0.93,-0.17,1018.53,5.40,-12.21,-12.22
18718,1.68,-0.70,12.51,0.24,0.95,-0.12,1018.37,5.38,-10.94,-10.93
18787,-3.02,-2.10,10.95,0.31,0.94,-0.11,1018.48,5.38,-11.81,-11.82
18858,-0.41,-3.71,5.19,0.26,1.00,-0.11,1018.42,5.40,-11.34,-11.33
18928,-6.18,1.71,0.02,0.28,0.98,-0.10,1018.58,5.38,-12.61,-12.62
18997,-3.54,0.72,2.43,0.28,0.94,-0.10,1018.37,5.38,-10.94,-10.93
19066,-4.45,-0.30,0.29,0.28,0.97,-0.08,1018.37,5.38,-10.94,-10.94
19135,-1.08,1.42,6.17,0.27,0.96,-0.09,1018.37,5.38,-10.94,-10.94
19204,4.01,-3.60,8.14,0.27,0.92,-0.13,1018.37,5.38,-10.94,-10.94
19273,8.49,-5.31,8.49,0.29,0.96,-0.07,1018.48,5.38,-11.81,-11.82
19342,-1.11,-3.75,5.35,0.30,0.94,-0.14,1018.37,5.38,-10.94,-10.93
19411,-10.82,-0.90,5.67,0.29,0.95,-0.12,1018.48,5.38,-11.81,-11.82
19482,-16.33,2.19,4.08,0.31,0.93,-0.09,1018.48,5.38,-11.81,-11.81
19552,-8.88,0.57,3.24,0.29,0.93,-0.09,1018.48,5.38,-11.81,-11.81
19621,-2.24,0.32,6.52,0.33,0.96,-0.04,1018.48,5.38,-11.81,-11.81
19690,0.56,2.08,-0.36,0.33,0.97,-0.07,1018.37,5.38,-10.94,-10.93
19758,0.48,-1.33,-3.94,0.30,0.94,-0.10,1018.37,5.38,-10.94,-10.94
19828,1.04,-0.91,-2.41,0.31,0.91,-0.07,1018.37,5.38,-10.94,-10.94
19898,0.07,0.00,1.18,0.27,0.94,-0.09,1018.37,5.38,-10.94,-10.94
19966,4.11,-2.94,4.98,0.29,0.94,-0.10,1018.48,5.38,-11.81,-11.82
20034,2.33,1.12,-0.97,0.32,0.95,-0.07,1018.37,5.38,-10.94,-10.93
20103,2.39,-0.62,-3.63,0.28,0.94,-0.10,1018.48,5.38,-11.81,-11.82
20173,2.17,-0.67,1.21,0.28,0.93,-0.08,1018.37,5.38,-10.94,-10.93
20242,3.18,2.61,2.06,0.29,0.90,-0.10,1018.48,5.38,-11.81,-11.82
