Time, GyroX, GyroY, GyroZ, AccX, AccY, AccZ, Pressure, TempMS, Height, KalHeight
81121,-20.41,39.90,12.48,-0.28,0.98,-0.09,1017.90,5.29,-7.19,-7.19
81192,-5.70,40.12,17.01,-0.23,0.98,-0.04,1017.90,5.29,-7.19,-7.19
81262,-10.71,35.01,14.40,-0.21,0.91,-0.05,1017.90,5.29,-7.19,-7.19
81332,-10.28,32.25,1.54,-0.23,0.93,-0.06,1017.79,5.29,-6.31,-6.31
81403,-4.02,27.50,-6.12,-0.21,0.93,-0.02,1018.01,5.29,-8.06,-8.07
81472,-4.25,14.05,-20.39,-0.21,0.94,-0.04,1017.90,5.29,-7.19,-7.18
81543,-5.23,13.74,-37.69,-0.33,0.95,-0.06,1017.90,5.29,-7.19,-7.19
81614,16.49,14.96,15.13,-0.27,0.98,-0.15,1018.01,5.29,-8.06,-8.07
81684,-13.02,24.31,0.51,-0.23,0.98,-0.15,1017.90,5.29,-7.19,-7.18
81754,-0.06,28.69,6.20,-0.20,0.93,-0.16,1017.90,5.29,-7.19,-7.19
81822,3.32,38.31,0.34,-0.20,0.93,-0.16,1017.90,5.29,-7.19,-7.19
81890,-3.40,39.35,-9.37,-0.22,0.97,-0.15,1017.90,5.29,-7.19,-7.19
81960,-0.56,35.39,-11.77,-0.28,1.01,-0.15,1017.79,5.29,-6.31,-6.31
82031,-0.91,21.62,3.87,-0.24,0.95,-0.09,1017.79,5.29,-6.31,-6.31
82099,0.01,3.32,2.83,-0.21,0.95,-0.09,1017.95,5.30,-7.59,-7.59
82166,-0.54,-7.84,-4.24,-0.22,0.97,-0.12,1017.95,5.30,-7.59,-7.59
82236,-2.15,-22.24,8.29,-0.26,0.99,-0.10,1017.79,5.29,-6.31,-6.31
82306,3.33,-36.27,5.90,-0.24,0.97,-0.11,1017.79,5.29,-6.31,-6.31
82375,2.54,-26.76,-17.94,-0.23,0.96,-0.13,1017.95,5.30,-7.59,-7.59
82445,-4.15,-20.55,-17.86,-0.27,0.83,-0.11,1017.95,5.30,-7.59,-7.59
82517,4.10,-31.34,-20.67,-0.30,0.94,-0.07,1017.95,5.30,-7.59,-7.59
82588,24.63,-22.35,-14.12,-0.31,0.96,-0.11,1017.84,5.30,-6.71,-6.71
82660,15.14,-13.62,-6.56,-0.31,0.96,-0.14,1017.90,5.29,-7.19,-7.19
82731,11.55,-15.43,-6.67,-0.31,0.97,-0.16,1017.84,5.30,-6.71,-6.71
82802,9.20,-1.75,-10.62,-0.30,0.93,-0.12,1017.95,5.30,-7.59,-7.59
82871,8.65,-11.20,-1.43,-0.33,0.95,-0.20,1017.73,5.30,-5.83,-5.83
82941,-0.27,-14.24,6.28,-0.33,0.95,-0.17,1017.84,5.30,-6.71,-6.71
83011,3.62,-6.68,6.89,-0.28,0.96,-0.14,1017.84,5.30,-6.71,-6.71
83079,3.64,-6.64,5.65,-0.29,0.93,-0.16,1017.84,5.30,-6.71,-6.71
83147,-0.56,-6.33,1.85,-0.31,0.93,-0.14,1017.95,5.30,-7.59,-7.59
83220,4.59,-3.33,7.41,-0.28,0.96,-0.16,1017.84,5.30,-6.71,-6.71
83283,-3.15,-4.73,-4.53,-0.29,0.93,-0.12,1017.84,5.30,-6.71,-6.71
83353,3.27,-15.91,9.00,-0.30,0.93,-0.19,1017.84,5.30,-6.71,-6.71
83421,-4.90,3.77,2.16,-0.26,0.97,-0.17,1017.84,5.30,-6.71,-6.71
83489,-4.54,-8.88,-1.22,-0.26,0.92,-0.13,1017.84,5.30,-6.71,-6.71
83559,-9.46,-1.84,-7.83,-0.33,0.92,-0.14,1017.73,5.30,-5.83,-5.83
83629,-9.29,-12.00,7.00,-0.35,0.91,-0.12,1017.84,5.30,-6.71,-6.71
83698,-13.70,-12.88,21.00,-0.35,0.94,-0.10,1017.73,5.30,-5.83,-5.83
83770,7.39,-9.88,25.48,-0.23,0.99,-0.03,1017.89,5.32,-7.11,-7.11
83839,13.24,-4.53,16.70,-0.22,0.96,-0.10,1017.73,5.30,-5.83,-5.83
83909,8.54,5.09,7.62,-0.23,0.98,-0.12,1017.84,5.30,-6.71,-6.71
83976,10.36,-7.14,4.35,-0.25,0.95,-0.16,1017.89,5.32,-7.11,-7.11
84044,10.74,4.02,-1.37,-0.25,0.94,-0.11,1017.73,5.30,-5.83,-5.83
84113,5.06,-6.64,3.16,-0.27,0.94,-0.18,1017.89,5.32,-7.11,-7.11
84181,4.74,0.80,1.27,-0.24,0.96,-0.14,1017.89,5.32,-7.11,-7.11
84247,1.85,-4.99,1.62,-0.27,0.97,-0.16,1017.84,5.30,-6.71,-6.71
84315,3.39,-1.22,2.90,-0.23,0.96,-0.15,1017.78,5.32,-6.23,-6.23
84383,0.20,-0.52,-1.22,-0.24,0.94,-0.14,1017.89,5.32,-7.11,-7.11
84452,-8.21,13.01,-0.88,-0.51,0.91,-0.55,1017.73,5.30,-5.83,-5.83
84521,9.70,-4.91,-1.45,-0.21,0.98,-0.26,1017.89,5.32,-7.11,-7.11
84590,-18.30,-0.06,-12.94,-0.17,0.96,-0.18,1017.89,5.32,-7.11,-7.11
84662,-2.97,9.80,-16.39,-0.34,0.94,-0.12,1017.78,5.32,-6.23,-6.23
84732,1.12,-4.73,2.20,-0.30,0.92,-0.18,1017.89,5.32,-7.11,-7.11
84800,-3.40,0.03,-6.78,-0.26,0.96,-0.16,1017.78,5.32,-6.23,-6.23
84868,-4.28,2.22,-0.55,-0.26,0.96,-0.09,1017.78,5.32,-6.23,-6.23
84937,6.08,1.77,7.04,-0.29,0.96,-0.18,1017.89,5.32,-7.11,-7.11
85004,0.33,6.81,3.79,-0.23,0.94,-0.17,1017.89,5.32,-7.11,-7.11
85070,-6.62,13.41,1.15,-0.40,0.96,-0.34,1017.89,5.32,-7.11,-7.11
85139,8.45,-3.40,13.61,-0.31,0.89,-0.14,1017.89,5.32,-7.11,-7.11
85208,3.17,-2.20,-0.68,-0.19,0.94,-0.12,1017.89,5.32,-7.11,-7.11
85277,-8.28,-6.93,-9.71,-0.29,0.94,-0.18,1017.89,5.32,-7.11,-7.11
85346,-0.45,-1.62,-3.91,-0.29,0.98,-0.12,1017.89,5.32,-7.11,-7.11
85416,-6.76,-0.61,-0.23,-0.26,0.96,-0.15,1017.89,5.32,-7.11,-7.11
85486,-7.64,5.01,3.54,-0.27,0.92,-0.15,1017.78,5.32,-6.23,-6.23
85579,-0.13,6.05,-4.75,-0.25,0.99,-0.01,1017.89,5.32,-7.11,-7.11
85622,1.14,9.83,-7.40,-0.27,0.96,-0.15,1017.89,5.32,-7.11,-7.11
85690,3.78,4.31,3.24,-0.32,0.94,-0.11,1017.89,5.32,-7.11,-7.11
85757,0.42,-0.82,5.74,-0.29,0.95,-0.11,1017.78,5.32,-6.23,-6.23
85824,-1.75,2.40,4.93,-0.26,0.94,-0.10,1017.78,5.32,-6.23,-6.23
85892,-4.30,-8.87,4.95,-0.27,0.98,-0.15,1017.89,5.32,-7.11,-7.11
85961,3.61,-7.13,10.98,-0.28,0.94,-0.08,1017.78,5.32,-6.23,-6.23
86030,0.95,-7.65,2.55,-0.26,0.94,-0.14,1017.78,5.32,-6.23,-6.23
86098,-6.79,-6.76,-6.67,-0.24,0.93,-0.14,1017.94,5.35,-7.51,-7.51
86167,5.27,-2.53,3.25,-0.31,0.92,-0.11,1017.94,5.35,-7.51,-7.51
86235,6.42,-3.43,0.81,-0.28,0.95,-0.15,1017.83,5.35,-6.63,-6.63
86303,-0.21,-2.36,-0.87,-0.21,0.97,-0.15,1017.89,5.32,-7.11,-7.11
86372,-1.14,6.78,5.35,-0.32,0.95,-0.15,1017.89,5.32,-7.11,-7.11
86440,0.65,0.26,6.66,-0.29,0.97,-0.14,1017.78,5.32,-6.23,-6.23
86507,1.32,2.09,4.06,-0.28,0.94,-0.11,1017.94,5.35,-7.51,-7.51
86573,-4.41,-8.04,6.77,-0.27,0.90,-0.12,1017.94,5.35,-7.51,-7.51
86642,-0.41,2.48,-14.71,-0.21,0.96,-0.07,1017.83,5.35,-6.63,-6.63
86712,-10.80,2.69,-9.49,-0.32,0.95,-0.10,1017.89,5.32,-7.11,-7.11
86782,-14.51,0.14,-0.44,-0.26,0.97,-0.10,1017.83,5.35,-6.63,-6.63
86852,-9.12,0.16,0.64,-0.37,0.93,-0.27,1017.83,5.35,-6.63,-6.63
86919,-6.90,-6.67,0.28,-0.20,0.94,-0.00,1017.83,5.35,-6.63,-6.63
86988,7.82,4.51,-8.61,-0.27,0.95,-0.07,1017.83,5.35,-6.63,-6.63
87056,27.56,12.51,-11.54,-0.36,0.90,-0.18,1017.83,5.35,-6.63,-6.63
87127,-3.89,2.98,11.18,-0.34,0.89,-0.13,1017.72,5.35,-5.75,-5.75
87195,5.39,3.85,-7.11,-0.21,0.97,-0.14,1017.94,5.35,-7.51,-7.51
87263,-2.65,1.68,2.93,-0.31,0.98,-0.11,1017.83,5.35,-6.63,-6.63
87331,2.65,0.12,-1.33,-0.21,0.89,-0.06,1017.94,5.35,-7.51,-7.51
87398,1.56,3.90,-4.00,-0.26,0.90,-0.17,1017.72,5.35,-5.75,-5.75
87466,-4.13,-1.77,-4.68,-0.31,0.99,-0.10,1017.83,5.35,-6.63,-6.63
87536,-2.41,-18.33,4.08,-0.22,0.97,0.26,1017.83,5.35,-6.63,-6.63
87605,5.15,-2.65,7.58,-0.28,0.96,-0.01,1017.83,5.35,-6.63,-6.63
87672,-10.12,16.63,2.87,-0.64,0.90,-0.64,1017.94,5.35,-7.51,-7.51
87742,4.30,-2.46,-0.01,-0.35,0.94,-0.25,1017.83,5.35,-6.63,-6.63
87811,-5.15,-5.34,-3.78,-0.25,0.90,-0.05,1017.83,5.35,-6.63,-6.63
87881,2.37,-11.37,3.25,-0.26,0.93,-0.11,1017.83,5.35,-6.63,-6.63
87950,6.37,-2.17,-2.58,-0.29,0.99,-0.13,1017.72,5.35,-5.75,-5.75
88018,6.49,-3.37,-3.59,-0.28,0.98,-0.06,1017.72,5.35,-5.75,-5.75
88087,8.31,-15.42,6.46,-0.27,0.88,-0.05,1017.83,5.35,-6.63,-6.63
88156,8.56,-8.49,-0.53,-0.26,0.95,-0.18,1017.83,5.35,-6.63,-6.63
88225,-6.44,1.58,-6.01,-0.24,0.97,-0.22,1017.83,5.35,-6.63,-6.63
88293,-13.22,-8.99,-8.38,-0.38,0.99,-0.22,1017.72,5.35,-5.75,-5.75
88364,3.32,-0.36,-0.75,-0.38,0.93,-0.09,1017.83,5.35,-6.63,-6.63
88433,0.01,-3.23,-2.20,-0.23,0.90,-0.09,1017.83,5.35,-6.63,-6.63
88502,8.89,-13.23,11.71,-0.20,1.03,0.27,1017.83,5.35,-6.63,-6.63
88570,-1.60,-2.96,-4.99,-0.31,0.86,-0.14,1017.83,5.35,-6.63,-6.63
88640,-2.94,-6.84,-8.84,-0.30,0.98,-0.15,1017.88,5.36,-7.03,-7.03
88710,-0.56,-6.91,7.41,-0.31,0.95,-0.07,1017.88,5.36,-7.03,-7.03
88779,3.76,-3.77,1.32,-0.29,0.98,-0.07,1017.77,5.36,-6.15,-6.15
88846,-3.06,-0.41,-7.07,-0.32,0.90,-0.16,1017.83,5.35,-6.63,-6.63
88916,10.62,-5.36,-2.88,-0.33,0.96,-0.09,1017.88,5.36,-7.03,-7.03
88986,-14.62,-6.15,-8.29,-0.29,0.93,-0.14,1017.83,5.35,-6.63,-6.63
89057,14.48,-4.91,3.67,-0.33,0.95,-0.11,1017.88,5.36,-7.03,-7.03
89126,16.33,-2.55,5.29,-0.31,0.92,-0.05,1017.77,5.36,-6.15,-6.15
89194,1.33,-11.37,-1.95,-0.34,0.94,-0.27,1017.88,5.36,-7.03,-7.03
89264,4.59,-8.76,-3.69,-0.31,0.98,-0.22,1017.88,5.36,-7.03,-7.03
89333,-17.31,-8.30,-0.52,-0.31,0.91,-0.12,1017.77,5.36,-6.15,-6.15
89404,0.71,-7.49,-0.42,-0.31,0.95,-0.07,1017.88,5.36,-7.03,-7.03
89472,19.56,-37.29,-4.81,0.08,1.06,0.59,1017.88,5.36,-7.03,-7.03
89541,-10.16,-6.29,2.12,-0.25,0.98,-0.22,1017.88,5.36,-7.03,-7.03
89611,-1.44,-4.67,-0.39,-0.39,0.96,-0.18,1017.88,5.36,-7.03,-7.03
89681,1.55,0.89,3.16,-0.31,0.90,-0.17,1017.77,5.36,-6.15,-6.15
89747,-2.86,6.23,-4.13,-0.27,0.95,-0.15,1017.88,5.36,-7.03,-7.03
89829,-3.31,-1.48,-5.83,-0.30,0.95,0.02,1017.88,5.36,-7.03,-7.03
89885,12.57,12.86,5.01,-0.46,0.93,-0.09,1017.77,5.36,-6.15,-6.15
89954,0.37,2.31,1.29,-0.31,0.96,-0.17,1017.88,5.36,-7.03,-7.03
90020,1.49,-3.60,-3.33,-0.20,0.89,-0.10,1017.77,5.36,-6.15,-6.15
90089,-3.05,9.03,-6.20,-0.41,0.90,-0.08,1017.77,5.36,-6.15,-6.15
90158,14.05,-1.65,6.57,-0.31,0.98,-0.12,1017.88,5.36,-7.03,-7.03
90227,-4.22,4.46,-6.21,-0.27,0.94,-0.13,1017.88,5.36,-7.03,-7.03
90295,-11.40,-0.59,8.83,-0.32,0.89,-0.12,1017.88,5.36,-7.03,-7.03
90365,-6.28,95.03,-1.00,-1.31,0.68,-1.88,1017.66,5.36,-5.27,-5.27
90434,0.13,-3.81,0.96,-1.18,0.86,-1.78,1017.88,5.36,-7.03,-7.03
90503,-6.33,-4.17,11.50,-0.25,0.95,0.07,1017.77,5.36,-6.15,-6.15
90571,-0.67,4.20,15.22,-0.43,0.99,-0.11,1017.88,5.36,-7.03,-7.03
90640,-9.05,2.51,-9.20,-0.24,0.91,-0.10,1017.77,5.36,-6.15,-6.15
90709,11.59,-14.50,0.29,-0.10,0.87,0.16,1017.77,5.36,-6.15,-6.15
90778,-6.61,18.71,2.28,-0.41,1.02,-0.19,1017.77,5.36,-6.15,-6.15
90846,-0.38,24.12,14.29,-0.49,0.91,-0.50,1017.77,5.36,-6.15,-6.15
90916,11.23,8.61,-6.24,-0.25,0.95,-0.03,1017.77,5.36,-6.15,-6.15
90985,11.64,6.14,9.15,-0.32,0.93,-0.11,1017.77,5.36,-6.15,-6.15
91053,-4.38,-2.13,6.31,-0.27,0.95,-0.17,1017.77,5.36,-6.15,-6.15
91121,-1.05,5.22,-1.05,-0.23,0.94,-0.13,1017.82,5.38,-6.55,-6.55
91190,1.38,6.66,-4.30,-0.35,0.94,-0.09,1017.77,5.36,-6.15,-6.15
91258,1.35,2.41,-4.73,-0.29,0.93,-0.15,1017.88,5.36,-7.03,-7.03
91326,-2.10,1.68,-3.92,-0.30,0.93,-0.13,1017.77,5.36,-6.15,-6.15
91394,-1.19,1.19,-1.22,-0.31,0.94,-0.12,1017.88,5.36,-7.03,-7.03
91463,0.91,3.32,0.19,-0.31,0.93,-0.14,1017.82,5.38,-6.55,-6.55
91530,2.08,-1.94,-0.09,-0.30,0.94,-0.12,1017.71,5.38,-5.67,-5.67
91598,-0.83,-1.17,-2.36,-0.30,0.95,-0.12,1017.93,5.38,-7.43,-7.43
91668,-2.57,-0.55,1.53,-0.32,0.93,-0.12,1017.82,5.38,-6.55,-6.55
91737,6.83,-1.81,5.39,-0.32,0.94,-0.14,1017.93,5.38,-7.43,-7.43
91805,-1.51,-0.79,-1.42,-0.27,0.93,-0.14,1017.82,5.38,-6.55,-6.55
91875,0.11,0.25,-1.46,-0.31,0.95,-0.15,1017.82,5.38,-6.55,-6.55
91942,1.09,1.64,3.67,-0.33,0.95,-0.12,1017.82,5.38,-6.55,-6.55
92009,0.27,-2.04,4.26,-0.30,0.94,-0.14,1017.82,5.38,-6.55,-6.55
92077,1.84,0.98,2.32,-0.29,0.93,-0.15,1017.82,5.38,-6.55,-6.55
92143,3.09,-1.69,18.92,-0.37,0.94,-0.10,1017.82,5.38,-6.55,-6.55
92212,7.06,-6.76,12.35,-0.23,0.93,-0.12,1017.82,5.38,-6.55,-6.55
92281,4.91,-0.84,3.93,-0.26,0.95,-0.16,1017.71,5.38,-5.67,-5.67
92348,1.52,-2.07,6.55,-0.30,0.95,-0.13,1017.82,5.38,-6.55,-6.55
92416,6.72,-1.51,6.12,-0.25,0.95,-0.15,1017.82,5.38,-6.55,-6.55
92487,5.46,-3.74,3.01,-0.27,0.94,-0.14,1017.71,5.38,-5.67,-5.67
92552,-1.81,-8.03,3.22,-0.29,0.95,-0.14,1017.82,5.38,-6.55,-6.55
92620,11.50,-5.33,-0.35,-0.22,0.95,-0.11,1017.82,5.38,-6.55,-6.55
92690,-0.04,-9.48,2.58,-0.26,0.98,-0.22,1017.82,5.38,-6.55,-6.55
92759,-2.62,-5.69,-2.06,-0.28,0.91,-0.10,1017.82,5.38,-6.55,-6.55
92829,-2.33,17.27,2.41,-0.10,1.03,0.07,1017.82,5.38,-6.55,-6.55
92896,3.56,-10.94,4.63,-0.13,0.96,0.01,1017.82,5.38,-6.55,-6.55
92964,-0.16,-3.36,4.23,-0.30,0.95,-0.18,1017.93,5.38,-7.43,-7.43
93033,5.21,-5.11,2.05,-0.25,0.94,-0.14,1017.71,5.38,-5.67,-5.67
93101,2.17,0.14,2.16,-0.32,0.95,-0.26,1017.71,5.38,-5.67,-5.67
93167,1.24,0.22,7.83,-0.43,0.95,-0.38,1017.71,5.38,-5.67,-5.67
93234,-0.62,-4.06,3.74,-0.25,0.94,-0.41,1017.93,5.38,-7.43,-7.43
93303,5.12,-5.89,-3.94,-0.21,0.95,-0.05,1017.87,5.40,-6.95,-6.95
93371,-4.36,-1.95,4.11,-0.30,0.96,-0.17,1017.87,5.40,-6.95,-6.95
93440,6.80,3.83,-3.14,-0.31,0.97,-0.14,1017.98,5.40,-7.83,-7.83
93508,12.25,-5.68,14.05,-0.29,0.96,-0.12,1017.98,5.40,-7.83,-7.83
93578,1.50,-34.03,19.42,-0.18,1.08,0.24,1017.82,5.38,-6.55,-6.55
93646,-10.28,-14.35,-15.07,-0.16,0.92,-0.19,1017.87,5.40,-6.95,-6.95
93719,-8.94,40.80,-39.60,-0.01,0.87,-0.10,1017.71,5.38,-5.67,-5.67
93790,-2.73,-12.09,-23.55,-0.31,0.96,0.02,1017.77,5.40,-6.15,-6.15
93861,7.62,16.46,16.54,-0.34,1.02,-0.16,1017.77,5.40,-6.15,-6.15
93930,9.75,0.64,18.67,-0.23,0.92,-0.13,1017.87,5.40,-6.95,-6.95
93997,-5.06,14.41,13.96,-0.35,0.93,-0.19,1017.77,5.40,-6.15,-6.15
94067,-0.62,-15.45,-1.14,-0.28,0.91,-0.25,1017.87,5.40,-6.95,-6.95
94187,-22.80,6.54,-4.70,-0.22,1.01,-0.19,1017.87,5.40,-6.95,-6.95
94208,-13.49,10.19,-6.99,-0.29,1.07,-0.07,1017.77,5.40,-6.15,-6.15
94279,-5.73,12.29,-11.78,-0.12,0.97,0.00,1017.87,5.40,-6.95,-6.95
94348,5.65,9.45,-7.91,-0.32,0.89,-0.12,1017.77,5.40,-6.15,-6.15
94416,9.98,7.32,-8.21,-0.49,0.94,-0.14,1017.77,5.40,-6.15,-6.15
94484,-0.57,-1.19,5.24,-0.12,0.99,-0.27,1017.87,5.40,-6.95,-6.95
94553,-4.73,2.77,-13.86,-0.26,0.95,-0.11,1017.87,5.40,-6.95,-6.95
94622,-3.48,-8.06,-4.26,-0.33,0.92,-0.02,1017.71,5.38,-5.67,-5.67
94692,1.44,-2.78,2.43,-0.26,0.91,-0.20,1017.87,5.40,-6.95,-6.95
94760,-3.87,9.13,-4.07,-0.36,0.94,-0.23,1017.87,5.40,-6.95,-6.95
94829,-0.91,1.93,2.14,-0.36,1.03,-0.15,1017.77,5.40,-6.15,-6.15
94896,14.69,-7.46,18.98,-0.30,0.93,-0.03,1017.87,5.40,-6.95,-6.95
94966,21.96,-18.46,6.81,-0.17,0.89,-0.21,1017.77,5.40,-6.15,-6.15
95036,-9.90,15.24,-13.16,-0.28,0.87,-0.26,1017.77,5.40,-6.15,-6.15
95107,-1.75,-21.08,26.37,-0.34,0.98,-0.12,1017.87,5.40,-6.95,-6.95
95178,-6.39,-7.62,-3.92,-0.17,0.99,-0.18,1017.77,5.40,-6.15,-6.15
95247,1.26,10.52,-14.49,-0.42,0.94,-0.29,1017.87,5.40,-6.95,-6.95
95317,-20.64,-3.92,-4.99,-0.30,0.88,-0.22,1017.77,5.40,-6.15,-6.15
95388,-8.96,2.41,-9.74,-0.31,0.98,-0.13,1017.77,5.40,-6.15,-6.15
95457,11.07,12.81,-9.78,-0.29,0.99,-0.17,1017.77,5.40,-6.15,-6.15
95527,17.46,10.40,4.45,-0.24,0.93,-0.07,1017.77,5.40,-6.15,-6.15
95595,-2.10,-4.81,0.55,-0.33,0.91,-0.30,1017.87,5.40,-6.95,-6.95
95664,5.78,4.57,-2.64,-0.38,0.92,-0.10,1017.77,5.40,-6.15,-6.15
95732,3.38,1.30,0.48,-0.27,0.92,-0.18,1017.82,5.42,-6.55,-6.55
95799,-17.40,11.58,-5.23,-0.18,0.91,-0.34,1017.93,5.42,-7.43,-7.43
95870,29.56,5.38,11.70,-0.42,0.99,0.15,1017.77,5.40,-6.15,-6.15
95937,16.31,-20.76,5.88,0.01,1.01,-0.06,1017.77,5.40,-6.15,-6.15
96010,-0.35,-2.79,-12.94,-0.32,0.87,-0.16,1017.77,5.40,-6.15,-6.15
96077,-0.42,2.54,-1.51,-0.32,0.90,-0.17,1017.77,5.40,-6.15,-6.15
96146,-4.83,-4.78,7.53,-0.28,0.96,-0.15,1017.87,5.40,-6.95,-6.95
96218,-10.73,-4.47,2.51,-0.31,0.99,-0.24,1017.77,5.40,-6.15,-6.15
96284,6.86,5.25,0.98,-0.23,0.93,-0.18,1017.93,5.42,-7.43,-7.43
96351,-6.57,-1.48,-1.08,-0.29,0.93,-0.12,1017.82,5.42,-6.55,-6.55
96420,-3.55,12.86,-11.17,-0.18,0.90,-0.22,1017.77,5.40,-6.15,-6.15
96491,-6.28,0.74,1.97,-0.36,0.98,-0.11,1017.82,5.42,-6.55,-6.55
96559,-5.52,-0.33,2.14,-0.31,0.92,-0.15,1017.82,5.42,-6.55,-6.55
96628,-2.48,3.25,-2.35,-0.29,0.92,-0.19,1017.82,5.42,-6.55,-6.55
96696,-3.96,6.96,-1.28,-0.25,0.98,-0.14,1017.77,5.40,-6.15,-6.15
96765,15.27,-2.62,7.62,-0.49,0.91,-0.02,1017.82,5.42,-6.55,-6.55
96834,14.27,-3.86,15.87,-0.19,0.95,-0.17,1017.82,5.42,-6.55,-6.55
96904,-10.25,2.06,-26.24,-0.10,0.84,-0.17,1017.82,5.42,-6.55,-6.55
96975,6.95,14.06,-7.94,-0.40,0.95,-0.12,1017.82,5.42,-6.55,-6.55
97043,-7.37,0.06,32.25,-0.31,0.95,-0.14,1017.93,5.42,-7.43,-7.43
97112,-3.46,0.34,-6.26,-0.14,1.00,-0.28,1017.82,5.42,-6.55,-6.55
97181,2.01,6.93,-18.62,-0.41,0.93,-0.28,1017.82,5.42,-6.55,-6.55
97250,-1.77,-8.50,11.33,-0.35,0.91,-0.09,1017.82,5.42,-6.55,-6.55
97319,2.16,2.32,0.67,-0.27,0.92,-0.14,1017.82,5.42,-6.55,-6.55
97386,6.89,4.16,1.91,-0.37,0.98,-0.21,1017.82,5.42,-6.55,-6.55
97453,-11.78,-0.04,-5.62,-0.15,0.93,-0.23,1017.82,5.42,-6.55,-6.55
97523,-7.02,-1.19,-6.90,-0.24,0.96,-0.14,1017.82,5.42,-6.55,-6.55
97593,-8.10,3.71,-2.39,-0.38,0.89,-0.15,1017.82,5.42,-6.55,-6.55
97662,8.17,-1.68,5.35,-0.15,0.95,-0.02,1017.71,5.42,-5.67,-5.67
97730,3.30,-2.94,6.60,-0.28,0.95,-0.17,1017.82,5.42,-6.55,-6.55
97797,1.94,-14.44,5.03,-0.36,0.99,-0.10,1017.82,5.42,-6.55,-6.55
97866,26.52,2.20,29.18,-0.48,0.92,0.01,1017.71,5.42,-5.67,-5.67
97934,-1.11,-40.09,-20.33,-0.08,0.95,-0.35,1017.82,5.42,-6.55,-6.55
98006,-7.06,0.69,-6.26,-0.69,0.95,-0.17,1017.82,5.42,-6.55,-6.55
98075,-1.17,-3.65,26.74,-0.38,0.87,0.01,1017.71,5.42,-5.67,-5.67
98143,13.91,13.65,10.86,-0.23,0.96,-0.22,1017.82,5.42,-6.55,-6.55
98213,-0.07,2.93,-2.97,-0.24,0.93,-0.28,1017.82,5.42,-6.55,-6.55
98282,-9.83,-8.52,9.27,-0.34,0.97,-0.27,1017.82,5.42,-6.55,-6.55
98363,-4.13,5.67,-12.96,-0.17,0.92,-0.11,1017.82,5.42,-6.55,-6.55
98420,7.35,10.60,-15.14,-0.28,0.92,-0.10,1017.71,5.42,-5.67,-5.67
98490,-5.44,-7.10,6.57,-0.33,0.96,-0.18,1017.82,5.42,-6.55,-6.55
98559,-7.69,-8.96,17.35,-0.33,0.97,-0.09,1017.82,5.42,-6.55,-6.55
98629,4.33,4.83,2.28,-0.33,0.97,-0.35,1017.82,5.42,-6.55,-6.55
98695,5.67,7.22,-4.47,-0.26,0.91,-0.16,1017.71,5.42,-5.67,-5.67
98763,7.62,-8.78,5.01,-0.30,0.93,-0.00,1017.71,5.42,-5.67,-5.67
98831,6.04,-30.62,-8.75,0.03,0.96,-0.09,1017.82,5.42,-6.55,-6.55
98900,-8.41,-22.82,-9.97,-0.33,0.97,-0.20,1017.86,5.44,-6.87,-6.87
98970,-7.25,-7.60,14.46,-0.40,0.95,-0.08,1017.86,5.44,-6.87,-6.87
99040,6.42,-3.04,13.21,-0.23,0.90,-0.07,1017.97,5.44,-7.75,-7.75
99109,-2.44,-1.43,-5.46,-0.17,0.90,-0.23,1017.86,5.44,-6.87,-6.87
99179,5.32,-3.08,-11.26,-0.51,1.00,-0.29,1017.82,5.42,-6.55,-6.55
99248,-1.37,0.32,6.25,-0.22,0.90,-0.15,1017.82,5.42,-6.55,-6.55
99316,3.24,-3.04,-0.15,-0.21,0.95,-0.04,1017.86,5.44,-6.87,-6.87
99385,6.49,-1.46,-3.19,-0.22,0.96,-0.05,1017.86,5.44,-6.87,-6.87
99454,2.45,-2.47,4.54,-0.30,0.94,-0.19,1017.76,5.44,-6.07,-6.07
99521,1.15,-2.44,-1.07,-0.27,0.96,-0.26,1017.86,5.44,-6.87,-6.87
99590,-2.77,-5.77,4.58,-0.25,0.93,-0.17,1017.76,5.44,-6.07,-6.07
99659,-6.65,-6.71,-1.89,-0.27,0.93,-0.12,1017.71,5.42,-5.67,-5.67
99729,1.62,5.16,20.09,-0.33,0.94,-0.12,1017.76,5.44,-6.07,-6.07
99796,5.21,1.87,-0.18,-0.15,0.95,-0.15,1017.76,5.44,-6.07,-6.07
99864,2.54,0.20,4.20,-0.36,1.02,-0.13,1017.71,5.42,-5.67,-5.67
99931,12.49,-39.83,5.79,-0.04,1.03,-0.13,1017.82,5.42,-6.55,-6.55
100001,3.29,-14.20,-3.07,-0.40,0.83,-0.18,1017.76,5.44,-6.07,-6.07
100071,-8.22,-5.29,-8.06,-0.35,0.91,-0.25,1017.86,5.44,-6.87,-6.87
100142,3.64,13.33,-16.55,-0.30,0.96,-0.05,1017.86,5.44,-6.87,-6.87
100213,0.20,2.66,7.15,-0.23,0.95,-0.10,1017.76,5.44,-6.07,-6.07
100281,-0.07,-6.46,4.17,-0.27,0.99,-0.17,1017.76,5.44,-6.07,-6.07
100351,-1.92,10.98,-16.04,-0.28,0.92,-0.10,1017.86,5.44,-6.87,-6.87
100422,-2.15,6.06,-15.94,-0.21,0.95,-0.02,1017.86,5.44,-6.87,-6.87
